Sl. No.	Product ID	Product JSON	Product Name	Brand Name
254	41182982#TEKENVY	{u'Item ID': [u'41182982'], u'Product Type': [u'Computer Scanners'], u'Product Segment': [u'Electronics'], u'Product Name': [u'HP Scanjet 1000 Sheetfed Scanner - 600 dpi Optical - 48-bit Color - 8-bit Grayscale - USB'], u'Product Long Description': [u'<p>Scan documents on the spot wherever you are-in the office in the field or on the go - with the HP compact portable scanner. Organize contracts forms receipts and business cards on your PC instead of on your desk or in your briefcase.</p><p><b>General Information</b><ul><li>Manufacturer: Hewlett-Packard</li><li>Manufacturer Part Number: L2722A#BGJ</li><li>Brand Name: HP</li><li>Product Line: Scanjet</li><li>Product Model: 1000</li><li>Product Name: Scanjet Professional 1000 Sheetfed Scanner</li><li>Product Type: Sheetfed Scanner</li></ul></p><p><b>Technical Information</b><ul><li>Image Sensor: CIS</li><li>Optical Resolution: 600 dpi</li><li>Hardware Resolution: 600 x 600 dpi</li><li>Scan Color: Color</li><li>Color Depth: 48-bit</li><li>Grayscale Depth: 8-bit</li><li>Media Type: <ul><li>Plain Paper</li><li>Inkjet Paper</li><li>Envelope</li><li>Label</li><li>Cheques</li><li>Business Card</li><li>ID Card</li></ul></li><li>Media Size: <ul><li>8.50 x 34</li><li>A4</li><li>A5</li></ul></li></ul></p><p><b>Interfaces/Ports</b><ul><li>USB: Yes</li></ul></p><p><b>Physical Characteristics</b><ul><li>Height: 2</li><li>Width: 11.3</li><li>Depth: 3</li><li>Weight (Approximate): 1.40 lb</li></ul></p><p><b>Miscellaneous</b><ul><li>Package Contents: <ul><li>HP Scanjet Professional 1000 Sheetfed Scanner</li><li>Carrying case</li><li>Hi-Speed USB 2.0 cable</li><li>Paper path cleaning cloth</li><li>Setup Poster</li><li>Warranty Poster</li><li>Software CD for Windows and Mac</li></ul></li><li>Platform Supported: <ul><li>PC</li><li>Mac</li></ul></li></ul></p><p><b>Warranty</b><ul><li>Limited Warranty: 1 Year</li></ul></p>']}	HP Scanjet 1000 Sheetfed Scanner - 600 dpi Optical - 48-bit Color - 8-bit Grayscale - USB	HP Scanjet
255	42450724#TigerDirect	{u'Item ID': [u'42450724'], u'Product Type': [u'Network Adapters'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Corlink DWDM-SFP-3819-COR Cisco Compatible 1000BASE-DWDM SFP 1538.19 nm 2.67G (100-GHz ITU grid) 120km SMF LC'], u'Product Long Description': [u'Each DWDM-SFP-3819-COR transceiver operates at 1 Gbps to 2.67 Gbps over Single-mode fiber 1538.19nm with a maximum reach of 120 kilometers. Corlink OEM Compatible Copper and Optical Transceivers are 100% Tested Serialized and Individually Programmed supporting Identical Functionality and System Recognition. Corlink Transceivers are MSA IEEE and RoHS Compliant. All Corlink OEM compatible transceivers are certified for compatibility reliability and performance through our strict quality control and testing procedures. Corlink transceivers are built using the highest quality grade components and lasers. Our test facility utilizes an extensive array of network switches routers and devices for Corlink that guarantees 100% compatibility and reliability in all of todays most popular network platforms. All Corlink Transceivers are backed by a Lifetime Replacement Warranty.']}	Corlink DWDM-SFP-3819-COR Cisco Compatible 1000BASE-DWDM SFP 1538.19 nm 2.67G (100-GHz ITU grid) 120km SMF LC	Corlink
256	42558789	{u'Category': [u'MP3 Adapters'], u'Product Short Description': [u'Macally 24 Watt Dual Port USB Car Charger - 24 W Output Power - 12 V DC Input Voltage - 5 V DC Output Voltage - 2.40 A Output Current'], u'Warranty Information': [u'Y'], u'Product Segment': [u'Electronics'], u'Manufacturer Part Number': [u'Car24U'], u'Country of Origin: Components': [u'USA and/or Imported'], u'UPC': [u'62OMaI7K2875'], u'GTIN': [u'II62OMaI7K2875'], u'Product Name': [u'Macally 24 Watt Dual Port USB Car Charger - 24 W Output Power - 12 V DC Input Voltage - 5 V DC Output Voltage - 2.40 A O'], u'Product Type': [u'Power Adapters'], u'Product Long Description': [u'<b>Simple and convenient way to quickly charge your phone or tablet while you drive. Connects to the cigarette lighter in your car and has 2 USB ports to charge multiple devices simultaneously. Comes with 2, 2.4amp USB ports to charge 2 tablets simultaneously or quick charge 2 phones.</b><p><b>General Information</b><ul><li>Manufacturer: Mace Group, Inc</li><li>Manufacturer Part Number: Car24U</li><li>Brand Name: Macally</li><li>Product Name: 24 Watt Dual Port USB Car Charger</li><li>Product Type: Auto Adapter</li></ul></p><p><b>Technical Information</b><ul><li>Device Supported: <ul><li>iPod</li><li>iPhone</li><li>iPad</li><li>Smartphone</li><li>Tablet PC</li></ul></li></ul></p><p><b>Power Description</b><ul><li>Input Voltage: 12 V DC</li><li>Output Voltage: 5 V DC</li><li>Maximum Output Power: 24 W</li><li>Maximum Output Current: 2.40 A</li></ul></p>']}	Macally 24 Watt Dual Port USB Car Charger - 24 W Output Power - 12 V DC Input Voltage - 5 V DC Output Voltage - 2.40 A O	Macally
257	13994812	{u'Product Short Description': [u'<li>Surf, email, chat </li> <li>Connect to a Wireless-G or Wireless-N network </li> <li>For desktop or notebook PCs</li>'], u'Category': [u'USB Cards'], u'Features': [u'Supports WPA-PSK, WPA2-PSK, and WEP security'], u'Assembled Product Length': [u'6.38'], u'Manufacturer Part Number': [u'WNA1100-100ENS'], u'Country of Origin: Components': [u'USA or Imported'], u'UPC': [u'606449067798'], u'Product Long Description': [u'<br><strong>Netgear N150 Wireless USB Adapter:</strong><br><ul><li>Computer USB adapter connects PCs to the Internet using Wireless-G or Wireless-N routers</li><li>Push N Connect secures the connection to a wireless router</li><li>Includes adapter cradle for desktop computers</li></ul>'], u'Warranty Length': [u'1 Year'], u'GTIN': [u'00606449067798'], u'Assembled Product Width': [u'5.21'], u'Product Name': [u'NETGEAR N150 Wireless USB Adapter'], u'Composite Wood Code': [u'1'], u'Assembled Product Height': [u'1.61'], u'Product Type': [u'Network Adapters'], u'Type': [u'Wireless'], u'Warranty Information': [u'This warranty gives you specific legal rights. You may also have other rights which vary from state to state.<br>Dual Electronics Corp. warrants this product to the original purchaser to be free from defects in material and workmanship for a period of five years from the date of the original purchase.<br>Dual Electronics Corp. agrees, at our option, during the warranty period, to repair any defect in material or workmanship or to furnish an equal new, renewed or comparable product (whichever is deemed necessary) in exchange without charges, subject to verification of the defect or malfunction and proof of the date of purchase. Subsequent replacement products are warranted for the balance of the original warranty period.<br>Who is covered This warranty is extended to the original retail purchaser for products purchased and used in the U.S.A.<br>What is covered This warranty covers all defects in material and workmanship in this product. The following are not covered: installation/removal costs, damage resulting from accident, misuse, abuse, neglect, product modification, improper installation, incorrect line voltage, unauthorized repair or failure to follow instructions supplied with the product, or damage occurring during return shipment of the product.'], u'CPSC-Regulated Indicator': [u'N'], u'Product Segment': [u'Electronics']}	NETGEAR N150 Wireless USB Adapter	NETGEAR
258	13214171#Circuit City	{u'Item ID': [u'13214171'], u'Product Type': [u'Computer Power Supplies'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Sparkle Power SPI270LE - Power supply ( internal ) - ATX12V / Flex ATX - 80 PLUS - AC 115/230 V - 270 Watt - active PFC'], u'Product Long Description': [u'<!-- CNET Content --><h3 id=detailspecs>Specifications</h3><span class=font_size3bold>General</span><br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Device Type: &nbsp;Power supply - active Power Factor Correction (PFC) - internal<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Specification Compliance: &nbsp;ATX12V / Flex ATX<br><br><span class=font_size3bold>Power Device</span><br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Input Voltage: &nbsp;AC 115/230 V<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Input Voltage Range: &nbsp;AC 90 - 264 V<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Frequency Required: &nbsp;47 - 63 Hz<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Output Voltage: &nbsp;+3.3 +5 12 V<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Power Capacity: &nbsp;270 Watt<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;80 PLUS Certification: &nbsp;80 PLUS<br><br><span class=font_size3bold>Miscellaneous</span><br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;MTBF: &nbsp;100000 hours<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Features: &nbsp;Overcurrent protection overvoltage protection short-circuit protection<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Compliant Standards: &nbsp;TUV BSMI CISPR 22 Class B cUL EN 61000-3-2 NEMKO CB FCC Part 15 B FCC RoHS UL 60950-1 EN 60950-1<br><br><span class=font_size3bold>Environmental Parameters</span><br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Min Operating Temperature: &nbsp;32 F<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Max Operating Temperature: &nbsp;122 F<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Humidity Range Operating: &nbsp;5 - 90%<br><br><span class=font_size3bold>Dimensions & Weight</span><br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Width: &nbsp;3.2 in<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Depth: &nbsp;5.9 in<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Height: &nbsp;1.6 in<br><!-- END CNET Content -->']}	Sparkle Power SPI270LE - Power supply ( internal ) - ATX12V / Flex ATX - 80 PLUS - AC 115/230 V - 270 Watt - active PFC	Sparkle Power
259	41514902#Focus Camera	{u'Item ID': [u'41514902'], u'Product Type': [u'Electronics Carrying Cases'], u'Product Segment': [u'Electronics'], u'Product Name': [u'HiTi Digital Inc. 4x6 50 Prints Photo Paper & Ribbon Pack for S400/420 Printers (12 Packs)'], u'Product Long Description': [u'Model: 87-P3304-15BV. The HiTi 4x6&rdquo; 50 prints photo paper and ribbon pack is deigned to work with Hiti S400/420 printers only. The color ribbon formula along with the paper base enhances image brightness. A transparent resin layer (Magic Coating) protects your photos from water UV-Rays fingerprints smears oxidization and color fading.50 sheets of photo paper.Compatible with Hiti photo printer S series.Maximum printing size- 4&rdquo;x 6&rdquo;.Quantity- 50.Cartridge capability- 50 prints.Paper size- 4 x7 inches with perforated edges.Dimensions- 193 x 122 x 50 mm.Weight-0.74 lbs.']}	HiTi Digital Inc. 4x6 50 Prints Photo Paper & Ribbon Pack for S400/420 Printers (12 Packs)	HiTi Digital Inc.
260	41459294	{u'Product Short Description': [u'Synology RackSation RS2414RP+ NAS Server - 1 x Intel Atom Dual-core (2 Core) 2.13 GHz - 12 x Total Bays - 0 - 2 GB RAM DDR3 SDRAM - Serial ATA/300 - RAID Supported - 12 x 2.5/3.5 Bay - Gigabit Ethernet - Network (RJ-45) - 4 x USB Ports - 2 - 2 USB 3.0 Port(s) - DiskStation Manager - 2U - Rack-mountable'], u'Category': [u'Networked Attached Storage (NAS)'], u'RAM Memory': [u'2 GB'], u'Operating System': [u'DiskStation Manager'], u'Product Segment': [u'Electronics'], u'Assembled Product Length': [u'22.4'], u'Manufacturer Part Number': [u'RS2414RP+'], u'Country of Origin: Components': [u'USA and/or Imported'], u'UPC': [u'68OLMInM3005'], u'GTIN': [u'II68OLMInM3005'], u'Assembled Product Width': [u'17.5'], u'Product Name': [u'Synology RackSation RS2414RP+ NAS Server - 1 x Intel Atom Dual-core (2 Core) 2.13 GHz - 12 x Total Bays - 0 - 2 GB RAM D'], u'Processor Core Type': [u'Dual-core (2 Core)'], u'Processor Speed': [u'2.13 GHz'], u'Product Type': [u'Network-Attached Storage Servers'], u'Assembled Product Height': [u'3.5'], u'Condition': [u'New'], u'Product Long Description': [u'<b>RackStation RS2414+/RS2414RP+<br /></b>Synology&reg; RackStation RS2414+/RS2414RP+ offers a high-performance, scalable, and full-featured network attached storage solution that meets the needs of business that requires an efficient way to centralize data protection, simplify data management, and rapidly scale storage capacity with minimal time spent on setup and management. The Synology RS2414+/RS2414RP+ is backed with Synologys 3-year limited warranty.<b><br /></b><p><b>General Information</b><ul><li>Manufacturer: Synology, Inc</li><li>Manufacturer Part Number: RS2414RP+</li><li>Brand Name: Synology</li><li>Product Line: RackStation</li><li>Product Model: RS2414RP+</li><li>Product Name: RackSation RS2414RP+ NAS Server</li><li>Product Type: NAS Server</li></ul></p><p><b>Storage</b><ul><li>Number of Hard Drives Installed: No</li><li>Number of Solid State Drives: 0</li></ul></p><p><b>Processor & Chipset</b><ul><li>Number of Processors Installed: 1</li><li>Processor Manufacturer: Intel</li><li>Processor Type: Atom</li><li>Processor Core: Dual-core (2 Core)</li><li>Processor Speed: 2.13 GHz</li></ul></p><p><b>Memory</b><ul><li>Standard Memory: 2 GB</li><li>Memory Technology: DDR3 SDRAM</li></ul></p><p><b>Network & Communication</b><ul><li>Ethernet Technology: Gigabit Ethernet</li></ul></p><p><b>I/O Expansions</b><ul><li>Number of Total Expansion Bays: 12</li><li>Number of 2.5/3.5 Bays: 12</li></ul></p><p><b>Controllers</b><ul><li>Controller Type: Serial ATA/300</li><li>RAID Supported: Yes</li><li>RAID Levels: <ul><li>JBOD</li><li>0</li><li>1</li><li>5</li><li>6</li><li>10</li></ul></li></ul></p><p><b>Interfaces/Ports</b><ul><li>Total Number of USB Ports: 4</li><li>Number of USB 2.0 Ports: 2</li><li>Number of USB 3.0 Ports: 2</li><li>Network (RJ-45): Yes</li></ul></p><p><b>Software</b><ul><li>Operating System: DiskStation Manager</li></ul></p><p><b>Management & Protocols</b><ul><li>Protocols: <ul><li>UPnP</li><li>FTP</li><li>SSL/TLS</li><li>CIFS</li><li>AFP</li><li>LDAP</li><li>RSync</li><li>HTTP</li><li>HTTPS</li><li>IP</li><li>PPTP</li><li>L2TP</li><li>POP3</li><li>DHCP</li></ul></li></ul></p><p><b>Physical Characteristics</b><ul><li>Height: 3.5</li><li>Width: 17.5</li><li>Depth: 22.4</li><li>Form Factor: Rack-mountable</li><li>Rack Height: 2U</li><li>Weight (Approximate): 44.65 lb</li></ul></p><p><b>Warranty</b><ul><li>Limited Warranty: 3 Year</li></ul></p>']}	Synology RackSation RS2414RP+ NAS Server - 1 x Intel Atom Dual-core (2 Core) 2.13 GHz - 12 x Total Bays - 0 - 2 GB RAM D	Synology RackSation
261	37202057#Tech For Less Inc	{u'Item ID': [u'37202057'], u'Product Type': [u'Video Game Consoles'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Nintendo Pok'], u'Product Long Description': [u'Nintendo Pok.<ul><li>Model Number: 045496742942</li><li>Product Name: Pok</li><li>Product Type: Software</li><li>Software Main Type: Game</li><li>Software Sub Type: Role Playing Game</li><li>Software Name: Pok</li><li>Features: Embark on a new adventure through the Hoenn region an area rich in natural beauty that contains a cave that shows a scene described in legends. Experience the awe of Primal Reversion a new extremely powerful transformation undergone by Legendary Pokemon Groudon and Kyogre. Get even closer to solving the mysteries of Mega Evolution as more Pokemon gain this powerful ability. </li><li>Game Expansion Pack: No</li><li>ESRB Rating: E (Everyone)</li><li>Rating Descriptor: Comic Mischief</li><li>Rating Descriptor: Mild Cartoon Violence</li><li>Multiplayer Supported: Yes</li><li>Release Date: 2014-11-21</li><li>Maximum Number of Players Supported: 4</li><li>Platform Supported: Nintendo 3DS</li></ul>']}	Nintendo Pok	Nintendo
262	41868972#TigerDirect	{u'Item ID': [u'41868972'], u'Product Type': [u'Cable Covers'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Wiremold Uniduct 2800 - Cable raceway outside corner - white'], u'Product Long Description': [u'<!-- CNET Content -->This internal elbow is the ideal solution for making a right angle turn and connecting two pieces of raceway. The internal elbow attaches to the end of two pieces of raceway and allows cabling to make a right angle turn. This internal elbow features a smooth plastic finish which is paintable with latex paint and is designed to work with 2800 series raceway.<br><br><h3 id=detailspecs>Specifications</h3><span class=font_size3bold>General</span><br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Product Type: &nbsp;Cable raceway outside corner<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Product Material: &nbsp;PVC<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Enclosure Color: &nbsp;White<br><br><span class=font_size3bold>Miscellaneous</span><br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Features: &nbsp;Impact resistant<br><br><span class=font_size3bold>Manufacturer Warranty</span><br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Service & Support: &nbsp;1 year warranty<br>&nbsp;<img align=absmiddle src=http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg>&nbsp;&nbsp;Service & Support Details: &nbsp;Limited warranty - 1 year<br><!-- END CNET Content -->']}	Wiremold Uniduct 2800 - Cable raceway outside corner - white	Wiremold Uniduct
263	40818782#TEKENVY	{u'Item ID': [u'40818782'], u'Product Type': [u'Computer Mice'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Gear Head KB5850W Keyboard and Mouse - USB Wireless RF Keyboard - Black - USB Wireless RF Mouse - Optical - Scroll Wheel'], u'Product Long Description': [u'<p><b>2.4 GHz Wireless Connectivity</b></p><p>Our innovative design utilizes 2.4 GHz Wireless Technology to provide a flexible range of motion for your operating environment up to 30 feet.</p><p><b>Automatic Wireless Synchronization</b></p><p>Designed for Hassle-Free installation plug the Nano receiver in install the batteries Wireless Desktop will be automatically recognized and connected.</p><p><b>Optical Sensing Technology</b></p><p>Scans the desktop at up to 3000 frames per second providing one of the most accurate input devices available on the market today.</p><p><b>15 Internet / Multimedia Hot Keys</b></p><p>Provides one-touch access to the Internet Email Search My Computer Applications Browser Forward/Back Calculator and your Multimedia Controls.</p><p><b>General Information</b><ul><li>Manufacturer: Gear Head LLC</li><li>Manufacturer Part Number: KB5850W</li><li>Brand Name: Gear Head</li><li>Product Model: KB5850W</li><li>Product Name: KB5850W Keyboard and Mouse</li><li>Product Type: Keyboard & Mouse</li></ul></p><p><b>Keyboard/Keypad</b><ul><li>Keyboard/Keypad Connectivity Technology: Wireless</li><li>Keyboard/Keypad Wireless Technology: RF</li><li>Hot Keys: <ul><li>Volume Control</li><li>Multimedia</li><li>Internet Key</li></ul></li></ul></p><p><b>Pointing Device</b><ul><li>Pointing Device Connectivity Technology: Wireless</li><li>Pointing Device Wireless Technology: RF</li><li>Movement Detection: Optical</li><li>Scroller Type: Scroll Wheel</li></ul></p><p><b>Interfaces/Ports</b><ul><li>Keyboard/Keypad Host Interface: USB</li><li>Pointing Device Host Interface: USB</li></ul></p><p><b>Battery Information</b><ul><li>Battery Size Supported: AAA</li></ul></p><p><b>Physical Characteristics</b><ul><li>Keyboard/Keypad Color: Black</li><li>Pointing Device Color: Black</li></ul></p><p><b>Miscellaneous</b><ul><li>Device Supported: Computer</li></ul></p><p><b>Warranty</b><ul><li>Limited Warranty: Lifetime</li></ul></p>']}	Gear Head KB5850W Keyboard and Mouse - USB Wireless RF Keyboard - Black - USB Wireless RF Mouse - Optical - Scroll Wheel	Gear Head
264	41732244#TEKENVY	{u'Item ID': [u'41732244'], u'Product Type': [u'Computer Cooling'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Enermax COENUS ECA3290A Computer Case - Mid-tower - Gunmetal - Steel Acrylic Rubber - 10 x Bay - 2 x 4.72 x Fan(s) In'], u'Product Long Description': [u'<p><b>General Information</b><ul><li>Manufacturer: Enermax Technology Corporation</li><li>Manufacturer Part Number: ECA3290A-G</li><li>Brand Name: Enermax</li><li>Product Line: COENUS</li><li>Product Model: ECA3290A</li><li>Product Name: COENUS ECA3290A Computer Case</li><li>Product Type: Computer Case</li></ul></p><p><b>Technical Information</b><ul><li>Motherboard Supported: <ul><li>ATX</li><li>&micro;ATX</li></ul></li><li>Number of Fans Supported: 6</li><li>Number of Fans Installed: 2</li><li>Installed Fan Size: 4.72</li></ul></p><p><b>Bays</b><ul><li>Number of External 5.25 Bays: 3</li><li>Number of Internal 3.5 Bays: 7</li><li>Number of Total Expansion Bays: 10</li></ul></p><p><b>I/O Expansions</b><ul><li>Number of Total Expansion Slots: 7</li></ul></p><p><b>Interfaces/Ports</b><ul><li>Total Number of USB Ports: 2</li><li>Total Number of Audio In Ports: 1</li><li>Total Number of Audio Out Ports: 1</li></ul></p><p><b>Power Description</b><ul><li>Power Supply Installed: No</li><li>Number of Power Supplies Supported: 1</li></ul></p><p><b>Physical Characteristics</b><ul><li>Color: Gunmetal</li><li>Material: <ul><li>Steel</li><li>Acrylic</li><li>Rubber</li></ul></li><li>Form Factor: Mid-tower</li><li>Height: 19.2</li><li>Width: 9.2</li><li>Depth: 19.2</li></ul></p>']}	Enermax COENUS ECA3290A Computer Case - Mid-tower - Gunmetal - Steel Acrylic Rubber - 10 x Bay - 2 x 4.72 x Fan(s) In	Enermax Coenus
265	40898532#TEKENVY	{u'Item ID': [u'40898532'], u'Product Type': [u'Computer Cables'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Tripp Lite USB to Parallel Printer Cable (USB-A to Centronics 36-M) 6-ft. - Type A Male USB Centronics Male - 6ft'], u'Product Long Description': [u'<p>Tripp Lites gold USB to IEEE parallel adapter provides the convenience of connecting a parallel device such as a printer to a computer through the USB port. Perfect for systems without a parallel port or when the existing parallel port is needed to be freed up for other devices. The 6ft cable features gold plated connectors and gold plated copper contacts for superior conductivity. The cable is manufactured with molded connectors and integral strain relief for extra durability and long life. Double shielding provides maximum EMI/RFI protection. USB-A male to Cent36 male. Clamshell retail packaging. Tripp Lite warrants this product to be free from defects in materials and workmanship for life.</p> <p><a id=gfk-spex-minisite rel=nofollow href=javascript:void(0) onclick=javascript:window.open(//content.etilize.com/mini-site/en_us/10123097.html_blankheight=800width=780resizable=yesscrollbars=yestoolbar=nomenubar=nolocation=nodirectories=nostatus=no);return false;>More from the Manufacturer</a></p><p><b>General Information</b><ul><li>Manufacturer: Tripp Lite</li><li>Manufacturer Part Number: U206-006-R</li><li>Brand Name: Tripp Lite</li><li>Product Name: Printer adapter</li><li>Package Type: Retail</li><li>Product Type: Data Transfer Cable</li></ul></p><p><b>Technical Information</b><ul><li>Cable Length: 6 ft</li><li>Connector on First End: 1 x 4-pin Type A Male USB</li><li>Connector on Second End: 1 x 36-pin Centronics Male Parallel</li></ul></p><p><b>Miscellaneous</b><ul><li>Package Contents: <ul><li>Printer adapter</li><li>6-ft. USB/IEEE 1284 Parallel Printer Gold Adapter USBA to Cen36M</li><li>Driver CD</li><li>Instruction Manual</li></ul></li></ul></p>']}	Tripp Lite USB to Parallel Printer Cable (USB-A to Centronics 36-M) 6-ft. - Type A Male USB Centronics Male - 6ft	Tripp Lite
266	23204404	{u'Product Short Description': [u'AA-BS5N11B/US Series 5 Ultrabook Synthetic Leather Carrying case adds an extra touch of premium style to your Smart PC.'], u'Category': [u'Laptop Cases & Bags'], u'Assembled Product Length': [u'15.0'], u'Product Segment': [u'Electronics'], u'Color': [u'Multicolor'], u'Actual Color': [u'Multicolor'], u'Manufacturer Part Number': [u'AA-BS5N11B/US'], u'Country of Origin: Components': [u'USA and/or Imported'], u'UPC': [u'887276010182'], u'GTIN': [u'00887276010182'], u'Assembled Product Width': [u'12.0'], u'Product Name': [u'Samsung IT AA-BS5N11B-US Series 5 Ultrabook Syn Leather'], u'Assembled Product Height': [u'0.5'], u'Product Type': [u'Laptop Bags & Cases'], u'Warranty Information': [u'N'], u'Product Long Description': [u'AA-BS5N11B/US Series 5 Ultrabook Synthetic Leather Carrying case adds an extra touch of premium style to your Smart PC- Its also extremely durable and wont mark and scratch easily- Carry both Smart PC and accessories such as Bluetooth keyboard, Stand dock and power adapter together- Note: Pouch fits XE500T1C, XE700T1A and XE700T1C models; Dimensions: 12-8 x 10-24 Weight: -94 lbs- 11-6 SKU: DHAABS5N11BUS']}	Samsung IT AA-BS5N11B-US Series 5 Ultrabook Syn Leather	Samsung
267	16954432	{u'Product Short Description': [u'<li>4 parallel emitter ports<li>470W resistors drive 4 single or 4 dual emitters<li>LED status indicators'], u'Category': [u'Home Audio Equipment Accessories'], u'Product Segment': [u'default'], u'Assembled Product Length': [u'5.75'], u'Manufacturer Part Number': [u'789-44'], u'Country of Origin: Components': [u'Imported'], u'UPC': [u'042777789443'], u'Has Mercury': [u'N'], u'Assembled Product Width': [u'3.5'], u'Product Name': [u'Xantech 1-Zone Connecting Block'], u'Composite Wood Code': [u'No'], u'GTIN': [u'00042777789443'], u'Assembled Product Height': [u'1.5'], u'Product Type': [u'default'], u'CPSC-Regulated Indicator': [u'N'], u'Product Long Description': [u'<p><b>Xantech 1-Zone Connecting Block:</b></p><ul><li>4 parallel emitter ports</li><li>470W resistors drive 4 single or 4 dual emitters</li><li>Quick-connect stereo mini jack</li><li>Status terminal</li><li>LED status indicators</li><li>2.1mm coaxial power jack</li><li>The Xantech connecting block allows users to access multiple ports simultaneously </li></ul>']}	Xantech 1-Zone Connecting Block	Xantech
268	42556090	{u'Category': [u'Door, Gate & Window: Bolts, Locks & Keys'], u'Product Short Description': [u'DuraStrap bundle accommodates extended battery and SmartCard reader.'], u'Warranty Information': [u'Y'], u'Product Segment': [u'Electronics'], u'Manufacturer Part Number': [u'TBCG1KVBDL-P'], u'Country of Origin: Components': [u'USA and/or Imported'], u'UPC': [u'63OMcVFG7379'], u'GTIN': [u'II63OMcVFG7379'], u'Product Name': [u'DuraStrap bundle accommodates extended battery and SmartCard reader.'], u'Product Type': [u'Lockout & Tagout Devices'], u'Product Long Description': [u'DuraStrap bundle accommodates extended battery and SmartCard reader.']}	DuraStrap bundle accommodates extended battery and SmartCard reader.	DuraStrap
